Date,Close,Volume,SMA_10,EMA_10,nav
09-08-2015,8351.622179,171900,91.51107125,91.2339447,92.363375
10-08-2015,8525.599609,123400,91.79499,91.05281064,92.7767
11-08-2015,8462.349609,154400,91.0568,90.66972411,92.121
12-08-2015,8349.450195,190000,90.43166,90.34721836,90.7016
13-08-2015,8355.849609,189200,89.88314,90.26846689,90.7087
14-08-2015,8518.549805,155900,89.50895,90.17063731,92.1674
15-08-2015,8251.06524,178730.5556,89.7536325,89.98917135,91.9793375
16-08-2015,8231.319404,179961.1111,89.15598375,89.5469122,91.812825
17-08-2015,8477.299805,174700,89.02446,89.72691226,92.1067
18-08-2015,8466.549805,153300,88.51812,89.19807054,92.4315
19-08-2015,8495.150391,130500,87.81094,88.47953066,92.8211
20-08-2015,8372.75,184100,87.0138,87.51473748,91.4446
21-08-2015,8299.950195,201300,86.45091,86.64143469,90.6706
22-08-2015,8152.788859,180580.5556,86.94872,87.3681114,89.4944125
23-08-2015,8140.626356,179619.4444,86.48670625,86.89560005,88.851925
24-08-2015,7809,312400,85.82556,85.74606463,85.3948
25-08-2015,7880.700195,299100,85.58434,85.82412343,85.8696
26-08-2015,7791.850098,216600,85.36163,85.81401753,85.2164
27-08-2015,7948.950195,305000,85.32835,85.94682142,86.9668
28-08-2015,8001.950195,195600,85.12372,85.72015952,87.3225
29-08-2015,8084.59428,179488.5714,85.19746875,85.53939622,86.00285
30-08-2015,8065.424275,178325.7143,85.069135,85.43640649,86.0554625
31-08-2015,7971.299805,198200,84.88492,85.36408385,87.0433
01-09-2015,7785.850098,184900,84.74189,84.99092471,85.3597
02-09-2015,7717,215300,84.72934,84.90897464,84.8497
03-09-2015,7823,155800,84.79889,84.92214679,85.8157
04-09-2015,7655.049805,193600,84.87875,84.7235794,84.4171
05-09-2015,7986.780877,184885.2941,85.0208475,85.0541897,84.874275
06-09-2015,7971.679415,186541.1765,85.1292875,85.09417075,84.608925
07-09-2015,7558.799805,141400,85.12786,84.79168594,82.9826
08-09-2015,7688.25,172200,85.38592,85.19370504,83.6425
09-09-2015,7818.600098,208400,85.61921,85.53841727,84.8836
10-09-2015,7788.100098,160300,85.75244,85.68393221,84.9205
11-09-2015,7789.299805,136400,85.81225,85.85358382,84.9345
12-09-2015,7926.031827,186396.9697,85.72978,85.70468656,84.7195125
13-09-2015,7917.269709,187627.2727,85.81576857,85.83511522,84.96764286
14-09-2015,7872.25,122800,85.9164,86.05782467,85.613
15-09-2015,7829.100098,136500,86.04049,86.15667459,85.2342
16-09-2015,7899.149902,140000,86.18367,86.36166895,85.5452
17-09-2015,7888.159378,188975,86.21025,86.32931208,85.98298
18-09-2015,7981.899902,241800,86.39609,86.54310649,86.6143
19-09-2015,7905.6788,184236.3636,86.35321,86.38960961,85.92192857
20-09-2015,7912.563639,179381.8182,86.50825,86.49353873,86.00805714
21-09-2015,7977.100098,121800,86.5146,86.52728571,86.9082
22-09-2015,7812,168400,86.61284,86.44263809,85.5632
23-09-2015,7845.950195,146700,86.80838,86.63806878,85.9754
24-09-2015,7868.5,202500,87.00168,86.7853285,86.2159
25-09-2015,7941.349994,171227.2727,86.89934333,86.75444543,86.02621667
26-09-2015,7950.148497,169921.2121,86.97806714,86.86070428,86.14445714
27-09-2015,7964.265166,168706.0606,87.12924,87.01987031,86.10985714
28-09-2015,7795.700195,136300,87.13243,86.91186817,85.5186
29-09-2015,7843.299805,240700,87.32613,87.22148332,85.976
30-09-2015,7948.899902,210700,87.45041,87.49825739,86.8539
01-10-2015,7950.899902,156900,87.57281,87.64144793,86.666
02-10-2015,8005.678146,165265.625,87.51398167,87.50524063,86.74721667
03-10-2015,8026.74379,165743.75,87.58322571,87.56485865,86.91055714
04-10-2015,8041.835983,166265.625,87.72503714,87.71025899,87.19627143
05-10-2015,8119.299805,183100,87.74752,87.85821413,87.6694
06-10-2015,8152.899902,178500,87.85459,87.90017283,87.7994
07-10-2015,8177.399902,193900,87.99869,87.92256679,87.8906
08-10-2015,8129.350098,171700,88.12511,87.92967052,87.5186
09-10-2015,8189.700195,199700,88.32536,88.02101952,87.9084
10-10-2015,8073.735977,168068.75,88.2412875,88.01988614,87.623025
11-10-2015,8080.332855,167618.75,88.3822475,88.1080775,87.6740875
12-10-2015,8143.600098,199100,88.45738,88.04604608,87.5234
13-10-2015,8131.700195,145900,88.64136,88.16218966,87.4556
14-10-2015,8107.899902,138900,88.78029,88.31920958,87.2188
15-10-2015,8179.5,167200,88.8752,88.56374505,88.0779
16-10-2015,8238.150391,156400,88.84576,88.67171061,88.4131
17-10-2015,8070.327326,169357.5758,88.70788875,88.47893032,88.2280125
18-10-2015,8078.400055,169387.5,88.74367571,88.54077093,88.32867143
19-10-2015,8275.049805,124500,88.77074,88.72917964,88.7401
20-10-2015,8261.650391,155100,88.70102,88.72675289,89.2404
21-10-2015,8251.700195,144800,88.59136,88.61260909,89.1548
22-10-2015,8082.471018,168777.4194,88.518624,88.56482486,89.177
23-10-2015,8295.450195,152000,88.38934,88.49212222,89.5211
24-10-2015,8075.157852,168446.875,88.30406857,88.37572095,89.15615714
25-10-2015,8071.673477,165412.5,88.10107429,88.20229068,89.07441429
26-10-2015,8260.549805,133900,88.14066,88.26346049,89.2286
27-10-2015,8232.900391,156700,87.93598,88.04898504,89.3632
28-10-2015,8171.200195,188900,87.59938,87.75693727,88.8449
29-10-2015,8111.75,217500,87.34978,87.51516778,88.1679
30-10-2015,8065.799805,199500,87.1655,87.37011617,87.7835
31-10-2015,8050.139441,160139.3939,87.35748375,87.55369443,88.4047125
01-11-2015,8046.928177,159565.625,87.1689825,87.3645793,88.1429625
02-11-2015,8050.799805,136100,87.0516,87.2782531,87.6629
03-11-2015,8060.700195,132500,86.86926,87.19277601,88.0429
04-11-2015,8040.200195,122100,86.74771,87.00385957,88.1438
05-11-2015,7955.450195,132100,86.63265,86.75053948,87.1346
06-11-2015,7954.299805,219500,86.6164,86.66519269,87.0343
07-11-2015,8018.071915,158334.375,86.72280571,86.84627563,87.31392857
08-11-2015,8011.810974,157721.875,86.66800667,86.77427938,87.25576667
09-11-2015,7915.200195,211800,86.58525,86.58316885,87.1818
10-11-2015,7783.350098,165200,86.55677,86.4501397,85.9972
11-11-2015,7983.82099,156864.5161,86.6211675,86.56232355,86.64055
12-11-2015,7983.82099,156864.5161,86.6782075,86.5449399,86.46325
13-11-2015,7762.25,160900,86.72625,86.55079297,86.3489
14-11-2015,7959.078156,156593.75,86.787815,86.58230515,86.3895
15-11-2015,7938.792206,156121.875,86.879635,86.62515074,86.33043333
16-11-2015,7806.600098,149500,86.84456,86.59565807,86.3251
17-11-2015,7837.549805,145000,86.97511,86.65578209,86.6445
18-11-2015,7731.799805,143600,87.03895,86.65828922,85.8395
19-11-2015,7842.75,132600,87.13617,86.84024238,86.8274
20-11-2015,7856.549805,151900,87.08901,86.84309624,86.9932
21-11-2015,7875.101518,156272.7273,86.99243429,86.73949538,86.6178
22-11-2015,7860.495443,156200,86.96317143,86.7665388,86.6995
23-11-2015,7849.25,127000,87.00077,86.80973985,86.9721
24-11-2015,7831.600098,130600,86.86247,86.77365981,86.7228
25-11-2015,7832.934372,153625,86.80709,86.79430451,87.05542
26-11-2015,7883.799805,219800,86.63972,86.784962,86.897
27-11-2015,7942.700195,150300,86.44348,86.76006466,87.692
28-11-2015,7824.959103,152481.8182,86.34961571,86.58062624,87.24705714
29-11-2015,7819.057588,152039.3939,86.12088429,86.43253048,87.22414286
30-11-2015,7935.25,216300,86.10774,86.55296792,87.532
01-12-2015,7954.899902,138600,85.81846,86.33540523,87.6306
02-12-2015,7931.350098,126300,85.57467,86.04758418,87.2829
03-12-2015,7864.149902,125700,85.39965,85.77306955,86.8117
04-12-2015,7781.899902,152500,85.33681,85.54226278,86.3558
05-12-2015,7808.715622,145662.5,85.50074375,85.73938759,86.476025
06-12-2015,7812.243744,143837.5,85.41645625,85.57569039,86.15135
07-12-2015,7765.399902,137600,85.25798,85.36147673,86.1108
08-12-2015,7701.700195,135100,85.25463,85.19496045,85.5891
09-12-2015,7612.5,140000,85.25601,85.10737388,84.4953
10-12-2015,7683.299805,140800,85.43344,85.2433903,84.9346
11-12-2015,7610.450195,167800,85.56821,85.31201037,84.3346
12-12-2015,7816.522712,143127.2727,85.60488125,85.41514285,85.103625
13-12-2015,7813.596961,143190.9091,85.73464125,85.48436903,85.1126875
14-12-2015,7650.049805,148900,85.83642,85.52921267,84.6392
15-12-2015,7700.899902,134300,86.05401,85.72699327,85.1927
16-12-2015,7750.899902,154300,86.17835,85.8457251,85.5327
17-12-2015,7844.350098,175900,86.29606,85.91528624,86.1833
18-12-2015,7761.950195,191400,86.40168,85.85572762,85.5675
19-12-2015,7782.186361,147557.5758,86.23510625,85.82811354,85.63315
20-12-2015,7774.028779,150121.2121,86.264485,85.87143877,85.8385375
21-12-2015,7834.450195,126300,86.41601,85.9197782,86.0773
22-12-2015,7786.100098,125700,86.3615,85.88477336,85.6029
23-12-2015,7865.950195,117900,86.33682,85.94741188,86.2696
24-12-2015,7861.049805,93500,86.07145,85.87581453,86.2823
25-12-2015,7736.530862,153405.8824,86.09005667,85.82085723,86.34398333
26-12-2015,7721.820571,152582.3529,85.94944571,85.73534573,86.35714286
27-12-2015,7702.832333,155141.1765,85.7139,85.59716859,86.4475
28-12-2015,7925.149902,122900,85.84731,85.78548442,87.0167
29-12-2015,7928.950195,113000,85.50725,85.51188096,86.8151
30-12-2015,7896.25,106800,85.10578,85.22227673,86.4361
31-12-2015,7946.350098,150900,84.76719,84.95253822,86.7098
01-01-2016,7660.420568,161864.7059,84.37004,84.5620356,87.2395
02-01-2016,7657.239376,162600,84.43955875,84.59080245,86.3520375
03-01-2016,7649.240885,164190.9091,83.99103,84.19941689,85.9269375
04-01-2016,7791.299805,134700,83.82266,83.96704352,85.7108
05-01-2016,7784.649902,145200,83.26771,83.57954208,85.5322
06-01-2016,7741,147100,82.82853,83.14561809,85.3561
07-01-2016,7568.299805,188900,82.25908,82.65439989,83.6159
08-01-2016,7601.350098,157400,81.88145,82.4407332,84.0409
09-01-2016,7632.374216,176503.0303,82.29179,82.64097283,84.215325
10-01-2016,7622.098455,178251.5152,81.94567375,82.29111679,83.8437625
11-01-2016,7563.850098,189000,81.61584,82.08514058,83.6161
12-01-2016,7510.299805,163900,81.40309,81.74492737,82.8004
13-01-2016,7562.399902,215200,81.25596,81.5103779,83.0502
14-01-2016,7536.799805,200800,81.05373,81.16819521,82.7383
15-01-2016,7437.799805,197500,81.00138,80.81928303,81.7657
16-01-2016,7573.216634,184560.6061,81.2039225,81.15722541,81.86675
17-01-2016,7555.931789,188233.3333,81.14992625,80.99955328,81.3946875
18-01-2016,7351,233600,81.04565,80.60896815,80.1613
19-01-2016,7435.100098,188300,81.17094,80.70844996,81.1404
20-01-2016,7309.299805,225600,81.08479,80.61246107,79.6616
21-01-2016,7276.799805,240700,81.18387,80.82376353,79.8396
22-01-2016,7422.450195,229200,81.34929,81.04246653,81.3848
23-01-2016,7466.532341,209164.7059,81.19147714,80.80183542,80.71505714
24-01-2016,7442.399989,213488.2353,81.17400714,80.82111949,80.83885714
25-01-2016,7436.149902,163200,81.33672,80.96639243,81.4886
26-01-2016,7400.044103,218820.5882,81.07307333,80.85129724,81.21413333
27-01-2016,7437.75,187600,81.16908,80.8503463,81.3291
28-01-2016,7424.649902,274500,80.92336,80.74395659,81.0279
29-01-2016,7563.549805,298700,80.47612,80.68085806,82.2148
30-01-2016,7375.837123,218685.7143,80.32546571,80.44287271,81.42312857
31-01-2016,7353.952846,220242.8571,79.95472143,80.22503807,81.30367143
01-02-2016,7555.950195,200400,79.88284,80.33998207,82.2084
02-02-2016,7455.549805,230200,79.47303,79.92477808,81.4142
03-02-2016,7361.799805,192000,79.01711,79.59379543,80.2789
04-02-2016,7404,222700,78.74151,79.44154998,80.6524
05-02-2016,7489.100098,249800,78.49625,79.17247219,81.4938
06-02-2016,7289.244266,236125.7143,78.67029,79.11255909,80.7488625
07-02-2016,7285.202846,241114.2857,78.36352,78.74893611,80.04225
08-02-2016,7387.25,171500,78.17857,78.65662157,81.2591
09-02-2016,7298.200195,212100,77.91109,78.07829303,79.8122
10-02-2016,7215.700195,246900,77.66192,77.69298037,78.8719
11-02-2016,6976.350098,292300,77.42868,77.43099823,76.5555
12-02-2016,6980.950195,333900,77.36434,77.62555339,76.282
13-02-2016,7280.598532,247329.4118,77.56356,77.92530638,78.1586125
14-02-2016,7283.442641,249000,77.493485,77.87346058,77.7762
15-02-2016,7162.950195,354200,77.38901,77.92412081,78.1103
16-02-2016,7048.25,253800,77.21464,77.88274765,76.855
17-02-2016,7108.450195,260000,77.36023,78.11113602,77.5229
18-02-2016,7191.75,246700,77.61797,78.24185514,78.1998
19-02-2016,7210.75,192300,77.89605,78.25120072,78.317
20-02-2016,7299.648538,246802.9412,77.886215,78.14408189,77.6811625
21-02-2016,7305.337151,245334.2857,78.13418375,78.24695286,77.4063875
22-02-2016,7234.549805,154400,78.20893,78.23657866,78.5843
23-02-2016,7109.549805,194400,78.48605,78.15930725,77.3205
24-02-2016,7018.700195,199700,78.91684,78.34570886,76.5395
25-02-2016,6970.600098,283100,79.37276,78.74708861,75.9121
26-02-2016,7029.75,206700,79.9058,79.37708608,76.5287
27-02-2016,7321.170006,243091.4286,79.6710825,79.38409787,77.4578625
28-02-2016,7328.625725,242217.1429,80.0656425,79.81215017,77.7574
29-02-2016,6987.049805,473400,80.40343,80.01006076,76.3666
01-03-2016,7222.299805,275100,80.88563,80.81971871,78.3109
02-03-2016,7368.850098,338500,81.18922,81.37723398,80.1003
03-03-2016,7475.600098,278600,81.36541,81.66099709,80.9806
04-03-2016,7485.350098,281700,81.55772,81.81219644,81.4458
05-03-2016,7335.510624,245478.7879,81.32167143,81.36957493,80.02687143
06-03-2016,7348.753048,246100,81.59426286,81.66795348,80.70288571
07-03-2016,7364.592433,250136.3636,81.83107714,81.88241298,81.12168571
08-03-2016,7485.299805,257000,81.79469,81.89361787,81.3555
09-03-2016,7531.799805,245100,82.0556,82.01319962,81.6284
10-03-2016,7486.149902,224700,82.31157,82.09871065,81.0987
11-03-2016,7510.200195,198700,82.54333,82.32093524,81.2425
12-03-2016,7423.828776,236887.8788,82.59791429,82.40491283,81.33792857
13-03-2016,7440.983324,234215.1515,82.75994125,82.54847012,81.4034625
14-03-2016,7538.75,166900,82.7884,82.56058751,81.505
15-03-2016,7460.600098,193700,83.14289,82.79516251,81.1886
16-03-2016,7498.75,195400,83.54892,83.15217641,81.3468
17-03-2016,7512.549805,239600,83.89413,83.55337116,81.8622
18-03-2016,7604.350098,237400,84.23042,83.92918698,82.9037
19-03-2016,7493.604551,230203.0303,83.793545,83.58414416,82.5968125
20-03-2016,7516.056078,230990.9091,83.93713714,83.73036654,82.75278571
21-03-2016,7704.25,196800,84.3014,84.15707297,83.8155
22-03-2016,7714.899902,208900,84.26951,84.23297807,83.9646
23-03-2016,7716.5,199600,84.17269,84.29261765,84.1881
24-03-2016,7567.026676,231106.6667,84.19792,84.24962812,83.846125
25-03-2016,7578.241951,229606.4516,84.182402,84.30285098,83.81554
26-03-2016,7597.948356,221480,84.18229333,84.36879742,84.02126667
27-03-2016,7621.030029,219153.3333,84.16492667,84.44602647,84.26016667
28-03-2016,7615.100098,242400,84.04808,84.31584379,83.4163
29-03-2016,7597,216800,84.12033,84.51574241,83.6932
30-03-2016,7735.200195,232600,84.18175,84.69852961,85.0499
31-03-2016,7738.399902,380100,84.1972,84.62044731,85.2489
01-04-2016,7713.049805,183900,84.24446,84.48079115,84.7989
02-04-2016,7675.166126,207467.7419,84.290535,84.45452606,84.3178
03-04-2016,7691.120968,205848.3871,84.4053625,84.48490963,84.2653125
04-04-2016,7758.799805,155500,84.36505,84.4101003,85.2251
05-04-2016,7603.200195,203800,84.4535,84.22898925,83.6135
06-04-2016,7614.350098,165600,84.71391,84.36576464,83.4966
07-04-2016,7546.450195,234400,84.9667,84.55891234,82.9964
08-04-2016,7555.200195,143400,85.38745,84.9061373,82.942
09-04-2016,7729.283865,206932.2581,85.241835,84.91528287,83.990525
10-04-2016,7737.217726,207125.8065,85.36709,84.98745181,83.81415714
11-04-2016,7671.399902,179800,85.814,85.34261226,84.1388
12-04-2016,7708.950195,163400,86.01534,85.61012609,84.3074
13-04-2016,7850.450195,220400,86.21873,85.89962078,85.2044
14-04-2016,7756.90166,203240,86.0877075,85.72661835,84.843025
15-04-2016,7760.422568,201864.5161,86.0877075,85.72661835,84.843025
16-04-2016,7766.343529,200741.9355,86.121134,85.8069004,85.07538
17-04-2016,7770.664504,200909.6774,86.179564,85.96946048,85.46954
18-04-2016,7914.700195,184600,86.30276,86.05411428,85.7215
19-04-2016,7777.793732,198775,86.15179,86.12578721,86.013375
20-04-2016,7914.75,205300,86.25484,86.12802857,86.0048
21-04-2016,7912.049805,223700,86.10615,86.1554127,86.1096
22-04-2016,7899.299805,183300,85.94341,86.1655933,86.2176
23-04-2016,7788.660585,197181.8182,85.94403714,86.11370329,86.35562857
24-04-2016,7796.937855,195351.5152,85.81498714,86.05994212,86.41715714
25-04-2016,7855.049805,146300,85.74462,86.15403625,86.0245
26-04-2016,7962.649902,202400,85.69906,86.18282208,87.2039
27-04-2016,7979.899902,206800,85.55742,85.95591588,87.2075
28-04-2016,7847.25,292500,85.39941,85.67778608,86.1522
29-04-2016,7849.799805,243700,85.42204,85.57236076,86.3413
30-04-2016,7798.984834,186087.8788,85.49829125,85.68313936,86.0917875
01-05-2016,7809.03634,185251.5152,85.47428,85.59232866,85.899
02-05-2016,7805.899902,146300,85.37919,85.40148537,86.0447
03-05-2016,7747,186500,85.35176,85.25854879,85.2423
04-05-2016,7706.549805,199700,85.43283,85.26215963,84.5179
05-05-2016,7735.5,185100,85.55253,85.42755066,84.4822
06-05-2016,7733.450195,163600,85.61843,85.63762859,84.2297
07-05-2016,7875.021174,201021.2121,85.50882125,85.63294321,85.187575
08-05-2016,7889.293901,201960.6061,85.523295,85.73191392,85.2293
09-05-2016,7866.049805,160600,85.69036,85.95050161,85.5689
10-05-2016,7887.799805,162000,85.58815,86.03530196,85.7875
11-05-2016,7848.850098,214100,85.45732,86.09036907,85.6274
12-05-2016,7900.399902,152700,85.49498,86.19325108,86.3785
13-05-2016,7814.899902,179500,85.55687,86.15208465,85.9128
14-05-2016,7928.251381,206682.8571,85.77730125,86.16073325,85.851675
15-05-2016,7937.829115,205783.3333,85.9207675,86.22941286,85.7982125
16-05-2016,7860.75,205200,85.8107,86.20525902,85.7704
17-05-2016,7890.75,183400,86.14643,86.30189436,86.053
18-05-2016,7870.149902,156400,86.4736,86.35720422,85.7149
19-05-2016,7783.399902,170400,86.83809,86.49993849,85.1412
20-05-2016,7749.700195,157000,87.33127,86.80188037,84.949
21-05-2016,7965.938843,203386.1111,87.25934875,86.96645956,85.3323125
22-05-2016,7972.715224,202480.5556,87.7291225,87.32960335,85.4856875
23-05-2016,7731.049805,172000,87.89436,87.21363157,84.5468
24-05-2016,7748.850098,147000,88.4724,87.8062608,84.4792
25-05-2016,7934.899902,176200,89.10794,88.54560765,86.004
26-05-2016,8069.649902,264300,89.56889,89.11040935,86.9974
27-05-2016,8156.649902,260900,89.88874,89.57996698,88.4511
28-05-2016,8008.451362,196150,89.38516625,89.02600633,87.2863375
29-05-2016,8021.137478,194750,89.67076375,89.41259941,87.9771125
30-05-2016,8178.5,247400,90.02346,89.83082631,89.1277
31-05-2016,8160.100098,471000,90.05348,89.9870766,89.3247
01-06-2016,8179.950195,194400,90.07206,90.1342714,89.3598
02-06-2016,8218.950195,181700,90.17914,90.30637616,90.073
03-06-2016,8220.799805,379000,90.17082,90.35823752,90.5799
04-06-2016,8063.916667,196850,90.10571375,90.17724038,90.03005
05-06-2016,8072.700005,196433.3333,90.10673625,90.20994935,90.163575
06-06-2016,8201.049805,171600,90.12729,90.3089792,90.3272
07-06-2016,8266.450195,241900,90.14177,90.30493013,90.8346
08-06-2016,8273.049805,174300,90.07769,90.18722571,90.6135
09-06-2016,8203.599609,174900,90.03164,90.09249809,90.1959
10-06-2016,8170.049805,182200,90.09347,90.06951989,89.7983
11-06-2016,8125.418064,196061.1111,90.08750375,90.22959488,90.1423125
12-06-2016,8132.122866,196422.8571,90.089555,90.24899096,90.1001375
13-06-2016,8110.600098,169700,90.05836,90.12979098,89.4279
14-06-2016,8108.850098,145500,90.06351,90.28576676,89.5105
15-06-2016,8206.599609,169800,90.1063,90.45804826,90.4306
16-06-2016,8140.75,189200,90.1437,90.46414787,89.9898
17-06-2016,8170.200195,166600,90.28785,90.56955851,90.1446
18-06-2016,8204.001465,195594.2857,90.33397625,90.5123241,90.040275
19-06-2016,8226.020033,196980,90.464495,90.6172239,90.2135625
20-06-2016,8238.5,168600,90.44625,90.66399373,90.472
21-06-2016,8219.900391,137000,90.66764,90.706659,90.1938
22-06-2016,8203.700195,136100,90.8982,90.82062767,90.153
23-06-2016,8270.450195,154100,91.10251,90.96898937,90.8142
24-06-2016,8088.600098,297600,91.21782,91.00338701,89.4472
25-06-2016,8277.561482,190094.2857,91.2847225,91.18101869,90.162825
26-06-2016,8289.154325,181217.1429,91.553655,91.40728395,90.2827375
27-06-2016,8094.700195,162500,91.61158,91.34920635,89.4794
28-06-2016,8127.850098,170400,92.0117,91.76471887,89.9384
29-06-2016,8204,147000,92.32208,92.17056751,90.8046
30-06-2016,8287.75,279400,92.59771,92.47411585,91.4313
01-07-2016,8328.349609,165500,92.74204,92.7058527,91.7286
02-07-2016,8330.778627,171825.7143,92.43788143,92.33759922,91.22394286
03-07-2016,8340.760045,170174.2857,92.64142429,92.58507841,91.61204286
04-07-2016,8370.700195,154200,92.86902,92.92301997,92.6859
05-07-2016,8335.950195,139000,92.91104,92.97571329,92.4994
06-07-2016,8370.138298,171035.2941,92.941166,92.99289528,92.21546
07-07-2016,8337.900391,155500,93.03638,93.08156069,92.1961
08-07-2016,8323.200195,137900,93.14735,93.27832973,91.9673
09-07-2016,8392.387207,171522.8571,93.19357857,93.29695995,92.7509
10-07-2016,8404.844336,172022.8571,93.32451714,93.4183066,92.8759
11-07-2016,8467.900391,149800,93.33788,93.56966968,93.3848
12-07-2016,8521.049805,183600,93.46862,93.61075183,93.4806
13-07-2016,8519.5,195500,93.58476,93.63967445,93.0422
14-07-2016,8565,153900,93.78559,93.77244656,93.5609
15-07-2016,8541.400391,221700,93.98619,93.8194569,92.8746
16-07-2016,8458.210045,172054.2857,93.98121,93.90182578,93.27505
17-07-2016,8468.364314,173100,94.1690175,94.04110929,93.265175
18-07-2016,8508.700195,164300,94.28938,94.0294251,92.9984
19-07-2016,8528.549805,167900,94.58716,94.25854179,93.1061
20-07-2016,8565.849609,160300,94.8101,94.51463997,93.7528
21-07-2016,8510.099609,150000,94.84034,94.68393774,93.3058
22-07-2016,8541.200195,143200,94.89384,94.99019057,93.8726
23-07-2016,8514.242439,173400,94.8790925,94.82434151,93.92755
24-07-2016,8529.278794,173512.1212,95.01906,95.02362851,94.2486125
25-07-2016,8635.650391,150000,95.0416,95.23854402,94.6922
26-07-2016,8590.650391,154800,95.20103,95.35995381,94.642
27-07-2016,8615.799805,184100,95.36929,95.5194991,95.0505
28-07-2016,8666.299805,233500,95.40912,95.62372112,95.5669
29-07-2016,8638.5,157000,95.3997,95.63634804,95.9065
30-07-2016,8572.039418,171993.9394,95.36218375,95.49538109,95.153125
31-07-2016,8581.565163,172315.1515,95.4732275,95.571438,95.0467
01-08-2016,8636.549805,188400,95.41045,95.57631427,95.9762
02-08-2016,8622.900391,169400,95.47011,95.48745077,95.3355
03-08-2016,8544.849609,163000,95.59617,95.52121761,94.0552
04-08-2016,8551.099609,164700,95.92995,95.8469993,93.8408
05-08-2016,8683.150391,157900,96.33057,96.29282136,95.3502
06-08-2016,8605.270565,173050,96.09384875,96.04721666,95.327225
07-08-2016,8613.069106,178302.9412,96.29475125,96.2072148,95.2642875
08-08-2016,8711.349609,172600,96.54584,96.50229278,96.2865
09-08-2016,8678.25,200100,96.65486,96.55024673,96.3246
10-08-2016,8575.299805,173600,96.81284,96.60039045,95.4488
11-08-2016,8592.150391,189200,97.01767,96.85629943,95.4727
12-08-2016,8630.386364,179442.4242,97.20765,97.16376597,96.014
13-08-2016,8643.546964,180390.9091,97.01498857,96.95709125,96.10221429
14-08-2016,8655.346976,184093.9394,97.18399286,97.14706391,96.26028571
15-08-2016,8667.063654,185818.1818,97.35166286,97.34412573,96.47777143
16-08-2016,8642.549805,224800,97.35138,97.41926952,96.5728
17-08-2016,8624.049805,174100,97.51468,97.60737386,96.5961
18-08-2016,8673.25,164300,97.72887,97.83210139,97.393
19-08-2016,8666.900391,191900,97.82855,97.92967948,97.847
20-08-2016,8684.639069,189037.5,97.85314714,97.85419687,97.31327143
21-08-2016,8688.887482,189959.375,97.9598725,97.9050109,97.33625
22-08-2016,8629.150391,152300,97.917,97.94805269,97.5029
23-08-2016,8632.599609,187500,98.17745,98.04697551,97.3767
24-08-2016,8650.299805,149600,98.4541,98.19592563,97.9044
25-08-2016,8592.200195,213100,98.70695,98.2607091,97.4971
26-08-2016,8572.549805,147500,98.93665,98.43040001,97.3725
27-08-2016,8706.060944,187346.875,98.6721075,98.44753527,97.7560875
28-08-2016,8710.881256,186703.125,98.8256175,98.60119033,97.86695
29-08-2016,8607.450195,129700,98.98731,98.6654889,97.4513
30-08-2016,8744.349609,150200,99.08443,98.93530866,98.2058
31-08-2016,8786.200195,362200,99.11297,99.09742169,98.738
01-09-2016,8774.650391,238900,99.14508,99.17729318,98.3898
02-09-2016,8809.650391,191500,99.24365,99.35229166,98.7315
03-09-2016,8730.818787,187200,99.13589143,99.15302134,98.82385714
04-09-2016,8732.909424,186118.75,99.15614571,99.22616893,99.2498
05-09-2016,8733.407867,192346.875,99.15157714,99.22091759,99.4767
06-09-2016,8943,195600,99.25252,99.49024537,100.1074
07-09-2016,8917.950195,290100,99.12528,99.35309989,100.1432
08-09-2016,8952.5,217200,99.12909,99.17752209,100.4329
09-09-2016,8866.700195,175900,99.05245,98.89854922,99.7941
10-09-2016,8735.155934,190270.5882,99.10235667,99.08346867,99.4632
11-09-2016,8738.138298,188282.3529,99.10829429,99.06924984,99.32434286
12-09-2016,8715.599609,184500,98.9808,98.69953794,97.8791
13-09-2016,8741.369169,187564.7059,99.05467167,98.95580628,99.01315
14-09-2016,8726.599609,184300,99.074,98.88185748,98.4225
15-09-2016,8742.549805,145400,99.14392,98.98393692,98.4912
16-09-2016,8779.849609,265800,98.94777,99.09343401,99.0591
17-09-2016,8746.039418,186103.0303,98.94264,98.98412112,98.69751429
18-09-2016,8749.584412,186059.375,98.94551857,99.04781153,99.0264
19-09-2016,8808.400391,131700,98.78618,99.10106379,99.3755
20-09-2016,8775.900391,136500,98.78106,99.04007797,98.8202
21-09-2016,8777.150391,148800,98.88475,99.08893974,98.835
22-09-2016,8867.450195,172800,99.00095,99.1453708,100.1813
23-09-2016,8831.549805,185900,98.92233,98.91516431,99.6665
24-09-2016,8747.476624,190721.875,98.8847575,98.9198219,99.2361125
25-09-2016,8744.812561,191406.25,98.8835325,98.8495351,98.8803875
26-09-2016,8723.049805,164000,98.90833,98.74820082,99.0776
27-09-2016,8706.400391,151400,98.94484,98.675001,98.8111
28-09-2016,8745.150391,165500,98.84962,98.64475678,99.1217
29-09-2016,8591.25,372900,98.77638,98.53876939,96.5297
30-09-2016,8611.150391,181700,98.8959,98.98522926,97.4432
01-10-2016,8735.036399,181745.4545,98.94923,98.93248051,98.7702125
02-10-2016,8725.104581,182463.6364,98.97060625,98.96854006,98.8099
03-10-2016,8738.099609,137300,99.08489,99.32790243,99.3243
04-10-2016,8769.150391,184300,99.07632,99.32870297,99.8571
